case_id,timestamp,event,grade_er
S007,2026-05-01T15:03:30,add relation,0.7
S007,2026-05-01T15:04:00,add relation,0.7
S007,2026-05-01T15:04:30,add relation,0.7
S007,2026-05-01T15:05:00,add relation,0.7
S007,2026-05-01T15:05:30,add relation,0.7
S007,2026-05-01T15:06:00,add relation,0.7
S007,2026-05-01T15:06:30,del relation,0.7
S007,2026-05-01T15:07:00,del relation,0.7
S007,2026-05-01T15:07:30,del relation,0.7
S007,2026-05-01T15:08:00,link entity-relation,0.7
S007,2026-05-01T15:08:30,link entity-relation,0.7
S007,2026-05-01T15:09:00,link entity-relation,0.7
S007,2026-05-01T15:09:30,link entity-relation,0.7
S007,2026-05-01T15:10:00,link entity-relation,0.7
S007,2026-05-01T15:10:30,link entity-relation,0.7
S007,2026-05-01T15:11:00,link entity-relation,0.7
S007,2026-05-01T15:11:30,link entity-relation,0.7
S007,2026-05-01T15:12:00,link entity-relation,0.7
S007,2026-05-01T15:12:30,link entity-relation,0.7
S007,2026-05-01T15:13:00,link entity-relation,0.7
S007,2026-05-01T15:13:30,link entity-relation,0.7
S007,2026-05-01T15:14:00,link entity-relation,0.7
S007,2026-05-01T15:14:30,link entity-relation,0.7
S007,2026-05-01T15:15:00,cardin. 1,0.7
S007,2026-05-01T15:15:30,cardin. N,0.7
S007,2026-05-01T15:16:00,cardin. 1,0.7
S007,2026-05-01T15:16:30,cardin. 1,0.7
S007,2026-05-01T15:17:00,cardin. 1,0.7
S007,2026-05-01T15:17:30,cardin. N,0.7
S007,2026-05-01T15:18:00,cardin. 1,0.7
S007,2026-05-01T15:18:30,cardin. N,0.7
S007,2026-05-01T15:19:00,cardin. 1,0.7
S007,2026-05-01T15:19:30,cardin. N,0.7
S007,2026-05-01T15:20:00,cardin. 1,0.7
S007,2026-05-01T15:20:30,cardin. 1,0.7
S007,2026-05-01T15:21:00,cardin. N,0.7
S007,2026-05-01T15:21:30,cardin. N,0.7
S007,2026-05-01T15:22:00,cardin. N,0.7
S007,2026-05-01T15:22:30,cardin. N,0.7
S007,2026-05-01T15:23:00,add attrib.,0.7
S007,2026-05-01T15:23:30,add attrib.,0.7
S007,2026-05-01T15:24:00,add attrib.,0.7
S007,2026-05-01T15:24:30,add attrib.,0.7
S007,2026-05-01T15:25:00,add attrib.,0.7
S007,2026-05-01T15:25:30,add attrib.,0.7
S007,2026-05-01T15:26:00,add attrib.,0.7
S007,2026-05-01T15:26:30,add attrib.,0.7
S007,2026-05-01T15:27:00,add attrib.,0.7
S007,2026-05-01T15:27:30,add attrib.,0.7
S007,2026-05-01T15:28:00,add attrib.,0.7
S007,2026-05-01T15:28:30,add attrib.,0.7
S007,2026-05-01T15:29:00,add attrib.,0.7
S007,2026-05-01T15:29:30,add attrib.,0.7
S007,2026-05-01T15:30:00,add attrib.,0.7
S007,2026-05-01T15:30:30,add attrib.,0.7
S007,2026-05-01T15:31:00,add attrib.,0.7
S007,2026-05-01T15:31:30,add attrib.,0.7
S007,2026-05-01T15:32:00,add attrib.,0.7
S007,2026-05-01T15:32:30,add attrib.,0.7
S007,2026-05-01T15:33:00,add attrib.,0.7
S007,2026-05-01T15:33:30,add attrib.,0.7
S007,2026-05-01T15:34:00,add attrib.,0.7
S007,2026-05-01T15:34:30,del attrib.,0.7
S007,2026-05-01T15:35:00,del attrib.,0.7
S007,2026-05-01T15:35:30,link attribute-entity,0.7
S007,2026-05-01T15:36:00,link attribute-entity,0.7
S007,2026-05-01T15:36:30,link attribute-entity,0.7
S007,2026-05-01T15:37:00,link attribute-entity,0.7
S007,2026-05-01T15:37:30,link attribute-entity,0.7
S007,2026-05-01T15:38:00,link attribute-entity,0.7
S007,2026-05-01T15:38:30,link attribute-entity,0.7
S007,2026-05-01T15:39:00,link attribute-entity,0.7
S007,2026-05-01T15:39:30,link attribute-entity,0.7
S007,2026-05-01T15:40:00,link attribute-entity,0.7
S007,2026-05-01T15:40:30,link attribute-entity,0.7
S007,2026-05-01T15:41:00,link attribute-entity,0.7
S007,2026-05-01T15:41:30,link attribute-entity,0.7
S007,2026-05-01T15:42:00,link attribute-entity,0.7
S007,2026-05-01T15:42:30,link attribute-entity,0.7
S007,2026-05-01T15:43:00,link attribute-entity,0.7
S007,2026-05-01T15:43:30,link attribute-entity,0.7
S007,2026-05-01T15:44:00,link attribute-entity,0.7
S007,2026-05-01T15:44:30,link attribute-entity,0.7
S007,2026-05-01T15:45:00,link attribute-entity,0.7
S007,2026-05-01T15:45:30,link attribute-entity,0.7
S007,2026-05-01T15:46:00,link attribute-entity,0.7
S007,2026-05-01T15:46:30,link attribute-entity,0.7
S007,2026-05-01T15:47:00,link attribute-entity,0.7
S007,2026-05-01T15:47:30,link attribute-entity,0.7
S007,2026-05-01T15:48:00,link att-rel,0.7
S007,2026-05-01T15:48:30,link att-rel,0.7
S007,2026-05-01T15:49:00,link att-rel,0.7
S007,2026-05-01T15:49:30,link att-rel,0.7
S007,2026-05-01T15:50:00,link att-rel,0.7
S007,2026-05-01T15:50:30,unlink att-rel,0.7
S007,2026-05-01T15:51:00,unlink att-rel,0.7
S008,2026-05-01T16:00:30,add entity,0.9
S008,2026-05-01T16:01:00,add entity,0.9
S008,2026-05-01T16:01:30,add entity,0.9
S008,2026-05-01T16:02:00,add entity,0.9
S008,2026-05-01T16:02:30,add entity,0.9
S008,2026-05-01T16:03:00,add entity,0.9
S008,2026-05-01T16:03:30,add entity,0.9
S008,2026-05-01T16:04:00,del entity,0.9
S008,2026-05-01T16:04:30,add relation,0.9
S008,2026-05-01T16:05:00,add relation,0.9
S008,2026-05-01T16:05:30,add relation,0.9
S008,2026-05-01T16:06:00,add relation,0.9
S008,2026-05-01T16:06:30,add relation,0.9
S008,2026-05-01T16:07:00,add relation,0.9
S008,2026-05-01T16:07:30,add relation,0.9
S008,2026-05-01T16:08:00,del relation,0.9
S008,2026-05-01T16:08:30,link entity-relation,0.9
S008,2026-05-01T16:09:00,link entity-relation,0.9
S008,2026-05-01T16:09:30,link entity-relation,0.9
S008,2026-05-01T16:10:00,link entity-relation,0.9
S008,2026-05-01T16:10:30,link entity-relation,0.9
S008,2026-05-01T16:11:00,link entity-relation,0.9
S008,2026-05-01T16:11:30,link entity-relation,0.9
S008,2026-05-01T16:12:00,link entity-relation,0.9
S008,2026-05-01T16:12:30,link entity-relation,0.9
S008,2026-05-01T16:13:00,link entity-relation,0.9
S008,2026-05-01T16:13:30,link entity-relation,0.9
S008,2026-05-01T16:14:00,link entity-relation,0.9
S008,2026-05-01T16:14:30,link entity-relation,0.9
S008,2026-05-01T16:15:00,cardin. 1,0.9
S008,2026-05-01T16:15:30,cardin. N,0.9
S008,2026-05-01T16:16:00,cardin. 1,0.9
S008,2026-05-01T16:16:30,cardin. N,0.9
S008,2026-05-01T16:17:00,cardin. 1,0.9
S008,2026-05-01T16:17:30,cardin. N,0.9
S008,2026-05-01T16:18:00,cardin. 1,0.9
S008,2026-05-01T16:18:30,cardin. N,0.9
S008,2026-05-01T16:19:00,cardin. 1,0.9
S008,2026-05-01T16:19:30,cardin. 1,0.9
S008,2026-05-01T16:20:00,cardin. N,0.9
S008,2026-05-01T16:20:30,cardin. 1,0.9
S008,2026-05-01T16:21:00,cardin. N,0.9
S008,2026-05-01T16:21:30,cardin. 1,0.9
S008,2026-05-01T16:22:00,cardin. N,0.9
S008,2026-05-01T16:22:30,cardin. 1,0.9
S008,2026-05-01T16:23:00,cardin. 1,0.9
S008,2026-05-01T16:23:30,cardin. N,0.9
S008,2026-05-01T16:24:00,cardin. 1,0.9
S008,2026-05-01T16:24:30,cardin. N,0.9
S008,2026-05-01T16:25:00,cardin. N,0.9
S008,2026-05-01T16:25:30,add attrib.,0.9
S008,2026-05-01T16:26:00,add attrib.,0.9
S008,2026-05-01T16:26:30,add attrib.,0.9
S008,2026-05-01T16:27:00,add attrib.,0.9
S008,2026-05-01T16:27:30,add attrib.,0.9
S008,2026-05-01T16:28:00,add attrib.,0.9
S008,2026-05-01T16:28:30,add attrib.,0.9
S008,2026-05-01T16:29:00,add attrib.,0.9
S008,2026-05-01T16:29:30,add attrib.,0.9
S008,2026-05-01T16:30:00,add attrib.,0.9
S008,2026-05-01T16:30:30,add attrib.,0.9
S008,2026-05-01T16:31:00,add attrib.,0.9
S008,2026-05-01T16:31:30,add attrib.,0.9
S008,2026-05-01T16:32:00,add attrib.,0.9
S008,2026-05-01T16:32:30,add attrib.,0.9
S008,2026-05-01T16:33:00,add attrib.,0.9
S008,2026-05-01T16:33:30,add attrib.,0.9
S008,2026-05-01T16:34:00,add attrib.,0.9
S008,2026-05-01T16:34:30,add attrib.,0.9
S008,2026-05-01T16:35:00,add attrib.,0.9
S008,2026-05-01T16:35:30,add attrib.,0.9
S008,2026-05-01T16:36:00,add attrib.,0.9
S008,2026-05-01T16:36:30,del attrib.,0.9
S008,2026-05-01T16:37:00,del attrib.,0.9
S008,2026-05-01T16:37:30,link attribute-entity,0.9
S008,2026-05-01T16:38:00,link attribute-entity,0.9
S008,2026-05-01T16:38:30,link attribute-entity,0.9
S008,2026-05-01T16:39:00,link attribute-entity,0.9
S008,2026-05-01T16:39:30,link attribute-entity,0.9
S008,2026-05-01T16:40:00,link attribute-entity,0.9
S008,2026-05-01T16:40:30,link attribute-entity,0.9
S008,2026-05-01T16:41:00,link attribute-entity,0.9
S008,2026-05-01T16:41:30,link attribute-entity,0.9
S008,2026-05-01T16:42:00,link attribute-entity,0.9
S008,2026-05-01T16:42:30,link attribute-entity,0.9
S008,2026-05-01T16:43:00,link attribute-entity,0.9
S008,2026-05-01T16:43:30,link attribute-entity,0.9
S008,2026-05-01T16:44:00,link attribute-entity,0.9
S008,2026-05-01T16:44:30,link attribute-entity,0.9
S008,2026-05-01T16:45:00,link attribute-entity,0.9
S008,2026-05-01T16:45:30,link attribute-entity,0.9
S008,2026-05-01T16:46:00,link attribute-entity,0.9
S008,2026-05-01T16:46:30,link attribute-entity,0.9
S008,2026-05-01T16:47:00,link attribute-entity,0.9
S008,2026-05-01T16:47:30,link attribute-entity,0.9
S008,2026-05-01T16:48:00,link attribute-entity,0.9
S008,2026-05-01T16:48:30,link attribute-entity,0.9
S008,2026-05-01T16:49:00,link attribute-entity,0.9
S008,2026-05-01T16:49:30,link attribute-entity,0.9
S008,2026-05-01T16:50:00,link att-rel,0.9
S008,2026-05-01T16:50:30,link att-rel,0.9
S008,2026-05-01T16:51:00,link att-rel,0.9
S008,2026-05-01T16:51:30,link att-rel,0.9
S008,2026-05-01T16:52:00,link att-rel,0.9
S009,2026-05-01T17:00:30,add entity,2.8
S009,2026-05-01T17:01:00,add entity,2.8
S009,2026-05-01T17:01:30,add entity,2.8
S009,2026-05-01T17:02:00,add entity,2.8
S009,2026-05-01T17:02:30,add entity,2.8
S009,2026-05-01T17:03:00,add entity,2.8
S009,2026-05-01T17:03:30,del entity,2.8
S009,2026-05-01T17:04:00,add relation,2.8
S009,2026-05-01T17:04:30,add relation,2.8
S009,2026-05-01T17:05:00,add relation,2.8
S009,2026-05-01T17:05:30,add relation,2.8
S009,2026-05-01T17:06:00,add relation,2.8
S009,2026-05-01T17:06:30,add relation,2.8
S009,2026-05-01T17:07:00,del relation,2.8
S009,2026-05-01T17:07:30,del relation,2.8
S009,2026-05-01T17:08:00,link entity-relation,2.8
S009,2026-05-01T17:08:30,link entity-relation,2.8
S009,2026-05-01T17:09:00,link entity-relation,2.8
S009,2026-05-01T17:09:30,link entity-relation,2.8
S009,2026-05-01T17:10:00,link entity-relation,2.8
S009,2026-05-01T17:10:30,link entity-relation,2.8
S009,2026-05-01T17:11:00,link entity-relation,2.8
S009,2026-05-01T17:11:30,link entity-relation,2.8
S009,2026-05-01T17:12:00,link entity-relation,2.8
S009,2026-05-01T17:12:30,link entity-relation,2.8
S009,2026-05-01T17:13:00,link entity-relation,2.8
S009,2026-05-01T17:13:30,cardin. N,2.8
S009,2026-05-01T17:14:00,cardin. 1,2.8
S009,2026-05-01T17:14:30,cardin. 1,2.8
S009,2026-05-01T17:15:00,cardin. N,2.8
S009,2026-05-01T17:15:30,cardin. 1,2.8
S009,2026-05-01T17:16:00,cardin. 1,2.8
S009,2026-05-01T17:16:30,cardin. N,2.8
S009,2026-05-01T17:17:00,cardin. 1,2.8
S009,2026-05-01T17:17:30,cardin. 1,2.8
S009,2026-05-01T17:18:00,add attrib.,2.8
S009,2026-05-01T17:18:30,add attrib.,2.8
S009,2026-05-01T17:19:00,add attrib.,2.8
S009,2026-05-01T17:19:30,add attrib.,2.8
S009,2026-05-01T17:20:00,add attrib.,2.8
S009,2026-05-01T17:20:30,add attrib.,2.8
S009,2026-05-01T17:21:00,add attrib.,2.8
S009,2026-05-01T17:21:30,add attrib.,2.8
S009,2026-05-01T17:22:00,add attrib.,2.8
S009,2026-05-01T17:22:30,add attrib.,2.8
S009,2026-05-01T17:23:00,add attrib.,2.8
S009,2026-05-01T17:23:30,add attrib.,2.8
S009,2026-05-01T17:24:00,add attrib.,2.8
S009,2026-05-01T17:24:30,add attrib.,2.8
S009,2026-05-01T17:25:00,add attrib.,2.8
S009,2026-05-01T17:25:30,add attrib.,2.8
S009,2026-05-01T17:26:00,add attrib.,2.8
S009,2026-05-01T17:26:30,add attrib.,2.8
S009,2026-05-01T17:27:00,add attrib.,2.8
S009,2026-05-01T17:27:30,add attrib.,2.8
S009,2026-05-01T17:28:00,add attrib.,2.8
S009,2026-05-01T17:28:30,del attrib.,2.8
S009,2026-05-01T17:29:00,link attribute-entity,2.8
S009,2026-05-01T17:29:30,link attribute-entity,2.8
S009,2026-05-01T17:30:00,link attribute-entity,2.8
S009,2026-05-01T17:30:30,link attribute-entity,2.8
S009,2026-05-01T17:31:00,link attribute-entity,2.8
S009,2026-05-01T17:31:30,link attribute-entity,2.8
S009,2026-05-01T17:32:00,link attribute-entity,2.8
S009,2026-05-01T17:32:30,link attribute-entity,2.8
S009,2026-05-01T17:33:00,link attribute-entity,2.8
S009,2026-05-01T17:33:30,link attribute-entity,2.8
S009,2026-05-01T17:34:00,link attribute-entity,2.8
S009,2026-05-01T17:34:30,link attribute-entity,2.8
S009,2026-05-01T17:35:00,link attribute-entity,2.8
S009,2026-05-01T17:35:30,link attribute-entity,2.8
S009,2026-05-01T17:36:00,link attribute-entity,2.8
S009,2026-05-01T17:36:30,link attribute-entity,2.8
S009,2026-05-01T17:37:00,link attribute-entity,2.8
S009,2026-05-01T17:37:30,link attribute-entity,2.8
S009,2026-05-01T17:38:00,link att-rel,2.8
S010,2026-05-01T18:00:30,add entity,4.2
S010,2026-05-01T18:01:00,add entity,4.2
S010,2026-05-01T18:01:30,add entity,4.2
S010,2026-05-01T18:02:00,add entity,4.2
S010,2026-05-01T18:02:30,add entity,4.2
S010,2026-05-01T18:03:00,add entity,4.2
S010,2026-05-01T18:03:30,del entity,4.2
S010,2026-05-01T18:04:00,add relation,4.2
S010,2026-05-01T18:04:30,add relation,4.2
S010,2026-05-01T18:05:00,add relation,4.2
S010,2026-05-01T18:05:30,add relation,4.2
S010,2026-05-01T18:06:00,add relation,4.2
S010,2026-05-01T18:06:30,add relation,4.2
S010,2026-05-01T18:07:00,link entity-relation,4.2
S010,2026-05-01T18:07:30,link entity-relation,4.2
S010,2026-05-01T18:08:00,link entity-relation,4.2
S010,2026-05-01T18:08:30,link entity-relation,4.2
S010,2026-05-01T18:09:00,link entity-relation,4.2
S010,2026-05-01T18:09:30,link entity-relation,4.2
S010,2026-05-01T18:10:00,link entity-relation,4.2
S010,2026-05-01T18:10:30,link entity-relation,4.2
S010,2026-05-01T18:11:00,link entity-relation,4.2
S010,2026-05-01T18:11:30,link entity-relation,4.2
S010,2026-05-01T18:12:00,link entity-relation,4.2
S010,2026-05-01T18:12:30,link entity-relation,4.2
S010,2026-05-01T18:13:00,cardin. 1,4.2
S010,2026-05-01T18:13:30,cardin. 1,4.2
S010,2026-05-01T18:14:00,cardin. N,4.2
S010,2026-05-01T18:14:30,cardin. 1,4.2
S010,2026-05-01T18:15:00,cardin. 1,4.2
S010,2026-05-01T18:15:30,cardin. 1,4.2
S010,2026-05-01T18:16:00,cardin. N,4.2
S010,2026-05-01T18:16:30,cardin. 1,4.2
S010,2026-05-01T18:17:00,cardin. N,4.2
S010,2026-05-01T18:17:30,add attrib.,4.2
S010,2026-05-01T18:18:00,add attrib.,4.2
S010,2026-05-01T18:18:30,add attrib.,4.2
S010,2026-05-01T18:19:00,add attrib.,4.2
S010,2026-05-01T18:19:30,add attrib.,4.2
S010,2026-05-01T18:20:00,add attrib.,4.2
S010,2026-05-01T18:20:30,add attrib.,4.2
S010,2026-05-01T18:21:00,add attrib.,4.2
S010,2026-05-01T18:21:30,add attrib.,4.2
S010,2026-05-01T18:22:00,add attrib.,4.2
S010,2026-05-01T18:22:30,add attrib.,4.2
S010,2026-05-01T18:23:00,add attrib.,4.2
S010,2026-05-01T18:23:30,add attrib.,4.2
S010,2026-05-01T18:24:00,add attrib.,4.2
S010,2026-05-01T18:24:30,add attrib.,4.2
S010,2026-05-01T18:25:00,add attrib.,4.2
S010,2026-05-01T18:25:30,add attrib.,4.2
S010,2026-05-01T18:26:00,add attrib.,4.2
S010,2026-05-01T18:26:30,add attrib.,4.2
S010,2026-05-01T18:27:00,add attrib.,4.2
S010,2026-05-01T18:27:30,add attrib.,4.2
S010,2026-05-01T18:28:00,add attrib.,4.2
S010,2026-05-01T18:28:30,link attribute-entity,4.2
S010,2026-05-01T18:29:00,link attribute-entity,4.2
S010,2026-05-01T18:29:30,link attribute-entity,4.2
S010,2026-05-01T18:30:00,link attribute-entity,4.2
S010,2026-05-01T18:30:30,link attribute-entity,4.2
S010,2026-05-01T18:31:00,link attribute-entity,4.2
S010,2026-05-01T18:31:30,link attribute-entity,4.2
S010,2026-05-01T18:32:00,link attribute-entity,4.2
S010,2026-05-01T18:32:30,link attribute-entity,4.2
S010,2026-05-01T18:33:00,link attribute-entity,4.2
S010,2026-05-01T18:33:30,link attribute-entity,4.2
S010,2026-05-01T18:34:00,link attribute-entity,4.2
S010,2026-05-01T18:34:30,link attribute-entity,4.2
S010,2026-05-01T18:35:00,link attribute-entity,4.2
S010,2026-05-01T18:35:30,link attribute-entity,4.2
S010,2026-05-01T18:36:00,link attribute-entity,4.2
S010,2026-05-01T18:36:30,link attribute-entity,4.2
S010,2026-05-01T18:37:00,link attribute-entity,4.2
S010,2026-05-01T18:37:30,link attribute-entity,4.2
S010,2026-05-01T18:38:00,link attribute-entity,4.2
S010,2026-05-01T18:38:30,link attribute-entity,4.2
S010,2026-05-01T18:39:00,link attribute-entity,4.2
S010,2026-05-01T18:39:30,link att-rel,4.2
S010,2026-05-01T18:40:00,link att-rel,4.2
